season,date_code,weekending,region,Respiratory_Virus,Number_Positive,Specimens_Tested,Percent_Positive
2017-2018,201817,04/28/18,Central,Parainfluenza_4,0,55,0.00
2017-2018,201817,04/28/18,Central,Parainfluenza_UnknownType,0,55,0.00
2017-2018,201817,04/28/18,Central,Total_Parainfluenza,4,55,7.27
2017-2018,201817,04/28/18,Lower Southern,Influenza_A,3,301,1.00
2017-2018,201817,04/28/18,Lower Southern,Influenza_B,8,301,2.66
2017-2018,201817,04/28/18,Lower Southern,Total_Influenza,11,301,3.65
2017-2018,201817,04/28/18,Lower Southern,RSV,5,113,4.42
2017-2018,201817,04/28/18,Lower Southern,Adenovirus,6,96,6.25
2017-2018,201817,04/28/18,Lower Southern,Coronavirus_HKU1,0,96,0.00
2017-2018,201817,04/28/18,Lower Southern,Coronavirus_NL63,0,96,0.00
2017-2018,201817,04/28/18,Lower Southern,Coronavirus_OC43,0,96,0.00
2017-2018,201817,04/28/18,Lower Southern,Coronavirus_229E,0,96,0.00
2017-2018,201817,04/28/18,Lower Southern,Coronavirus_UnknownType,0,96,0.00
2017-2018,201817,04/28/18,Lower Southern,Total_Coronavirus,0,96,0.00
2017-2018,201817,04/28/18,Lower Southern,Enterovirus_Rhinovirus,31,96,32.29
2017-2018,201817,04/28/18,Lower Southern,HMPV,7,96,7.29
2017-2018,201817,04/28/18,Lower Southern,Parainfluenza_1,0,96,0.00
2017-2018,201817,04/28/18,Lower Southern,Parainfluenza_2,0,96,0.00
2017-2018,201817,04/28/18,Lower Southern,Parainfluenza_3,5,96,5.21
2017-2018,201817,04/28/18,Lower Southern,Parainfluenza_4,0,96,0.00
2017-2018,201817,04/28/18,Lower Southern,Parainfluenza_UnknownType,0,96,0.00
2017-2018,201817,04/28/18,Lower Southern,Total_Parainfluenza,5,96,5.21
2017-2018,201817,04/28/18,Northern,Influenza_A,8,121,6.61
2017-2018,201817,04/28/18,Northern,Influenza_B,6,121,4.96
2017-2018,201817,04/28/18,Northern,Total_Influenza,14,121,11.57
2017-2018,201817,04/28/18,Northern,RSV,5,92,5.43
2017-2018,201817,04/28/18,Northern,Adenovirus,4,34,11.76
2017-2018,201817,04/28/18,Northern,Coronavirus_HKU1,0,0,
2017-2018,201817,04/28/18,Northern,Coronavirus_NL63,0,0,
2017-2018,201817,04/28/18,Northern,Coronavirus_OC43,0,0,
2017-2018,201817,04/28/18,Northern,Coronavirus_229E,0,0,
2017-2018,201817,04/28/18,Northern,Coronavirus_UnknownType,0,0,
2017-2018,201817,04/28/18,Northern,Total_Coronavirus,0,0,
2017-2018,201817,04/28/18,Northern,Enterovirus_Rhinovirus,0,34,0.00
2017-2018,201817,04/28/18,Northern,HMPV,1,34,2.94
2017-2018,201817,04/28/18,Northern,Parainfluenza_1,0,34,0.00
2017-2018,201817,04/28/18,Northern,Parainfluenza_2,0,34,0.00
2017-2018,201817,04/28/18,Northern,Parainfluenza_3,1,34,2.94
2017-2018,201817,04/28/18,Northern,Parainfluenza_4,0,34,0.00
2017-2018,201817,04/28/18,Northern,Parainfluenza_UnknownType,0,34,0.00
2017-2018,201817,04/28/18,Northern,Total_Parainfluenza,1,34,2.94
2017-2018,201817,04/28/18,Upper Southern,Influenza_A,2,380,0.53
2017-2018,201817,04/28/18,Upper Southern,Influenza_B,6,380,1.58
2017-2018,201817,04/28/18,Upper Southern,Total_Influenza,8,380,2.11
2017-2018,201817,04/28/18,Upper Southern,RSV,4,378,1.06
2017-2018,201817,04/28/18,Upper Southern,Adenovirus,7,295,2.37
2017-2018,201817,04/28/18,Upper Southern,Coronavirus_HKU1,0,142,0.00
2017-2018,201817,04/28/18,Upper Southern,Coronavirus_NL63,0,142,0.00
2017-2018,201817,04/28/18,Upper Southern,Coronavirus_OC43,0,142,0.00
2017-2018,201817,04/28/18,Upper Southern,Coronavirus_229E,0,142,0.00
2017-2018,201817,04/28/18,Upper Southern,Coronavirus_UnknownType,1,142,0.70
2017-2018,201817,04/28/18,Upper Southern,Total_Coronavirus,1,142,0.70
2017-2018,201817,04/28/18,Upper Southern,Enterovirus_Rhinovirus,72,295,24.41
2017-2018,201817,04/28/18,Upper Southern,HMPV,18,295,6.10
2017-2018,201817,04/28/18,Upper Southern,Parainfluenza_1,1,295,0.34
2017-2018,201817,04/28/18,Upper Southern,Parainfluenza_2,0,295,0.00
2017-2018,201817,04/28/18,Upper Southern,Parainfluenza_3,13,295,4.41
2017-2018,201817,04/28/18,Upper Southern,Parainfluenza_4,1,295,0.34
2017-2018,201817,04/28/18,Upper Southern,Parainfluenza_UnknownType,0,295,0.00
2017-2018,201817,04/28/18,Upper Southern,Total_Parainfluenza,15,295,5.08
2017-2018,201817,04/28/18,Upper/Lower Southern,Influenza_A,5,516,0.97
2017-2018,201817,04/28/18,Upper/Lower Southern,Influenza_B,15,516,2.91
2017-2018,201817,04/28/18,Upper/Lower Southern,Total_Influenza,20,516,3.88
2017-2018,201817,04/28/18,Upper/Lower Southern,RSV,10,516,1.94
2017-2018,201817,04/28/18,Upper/Lower Southern,Adenovirus,21,516,4.07
2017-2018,201817,04/28/18,Upper/Lower Southern,Coronavirus_HKU1,0,516,0.00
2017-2018,201817,04/28/18,Upper/Lower Southern,Coronavirus_NL63,0,516,0.00
2017-2018,201817,04/28/18,Upper/Lower Southern,Coronavirus_OC43,0,516,0.00
2017-2018,201817,04/28/18,Upper/Lower Southern,Coronavirus_229E,0,516,0.00
2017-2018,201817,04/28/18,Upper/Lower Southern,Coronavirus_UnknownType,7,516,1.36
2017-2018,201817,04/28/18,Upper/Lower Southern,Total_Coronavirus,7,516,1.36
2017-2018,201817,04/28/18,Upper/Lower Southern,Enterovirus_Rhinovirus,82,516,15.89
2017-2018,201817,04/28/18,Upper/Lower Southern,HMPV,44,516,8.53
2017-2018,201817,04/28/18,Upper/Lower Southern,Parainfluenza_1,1,516,0.19
2017-2018,201817,04/28/18,Upper/Lower Southern,Parainfluenza_2,0,516,0.00
2017-2018,201817,04/28/18,Upper/Lower Southern,Parainfluenza_3,22,516,4.26
2017-2018,201817,04/28/18,Upper/Lower Southern,Parainfluenza_4,0,516,0.00
2017-2018,201817,04/28/18,Upper/Lower Southern,Parainfluenza_UnknownType,0,516,0.00
2017-2018,201817,04/28/18,Upper/Lower Southern,Total_Parainfluenza,23,516,4.46
2017-2018,201818,05/05/18,Bay Area,Influenza_A,10,406,2.46
2017-2018,201818,05/05/18,Bay Area,Influenza_B,13,406,3.20
2017-2018,201818,05/05/18,Bay Area,Total_Influenza,23,406,5.67
2017-2018,201818,05/05/18,Bay Area,RSV,9,406,2.22
2017-2018,201818,05/05/18,Bay Area,Adenovirus,11,287,3.83
2017-2018,201818,05/05/18,Bay Area,Coronavirus_HKU1,0,0,
2017-2018,201818,05/05/18,Bay Area,Coronavirus_NL63,0,0,
2017-2018,201818,05/05/18,Bay Area,Coronavirus_OC43,0,0,
2017-2018,201818,05/05/18,Bay Area,Coronavirus_229E,0,0,
2017-2018,201818,05/05/18,Bay Area,Coronavirus_UnknownType,0,0,
2017-2018,201818,05/05/18,Bay Area,Total_Coronavirus,0,0,
2017-2018,201818,05/05/18,Bay Area,Enterovirus_Rhinovirus,67,287,23.34
2017-2018,201818,05/05/18,Bay Area,HMPV,8,287,2.79
2017-2018,201818,05/05/18,Bay Area,Parainfluenza_1,0,287,0.00
2017-2018,201818,05/05/18,Bay Area,Parainfluenza_2,0,287,0.00
2017-2018,201818,05/05/18,Bay Area,Parainfluenza_3,9,287,3.14
2017-2018,201818,05/05/18,Bay Area,Parainfluenza_4,0,287,0.00
2017-2018,201818,05/05/18,Bay Area,Parainfluenza_UnknownType,0,287,0.00
2017-2018,201818,05/05/18,Bay Area,Total_Parainfluenza,9,287,3.14
2017-2018,201818,05/05/18,California,Influenza_A,20,1505,1.33
2017-2018,201818,05/05/18,California,Influenza_B,44,1505,2.92
2017-2018,201818,05/05/18,California,Total_Influenza,64,1505,4.25
2017-2018,201818,05/05/18,California,RSV,36,1343,2.68
2017-2018,201818,05/05/18,California,Adenovirus,46,1114,4.13
2017-2018,201818,05/05/18,California,Coronavirus_HKU1,1,576,0.17
2017-2018,201818,05/05/18,California,Coronavirus_NL63,0,576,0.00
2017-2018,201818,05/05/18,California,Coronavirus_OC43,0,576,0.00
2017-2018,201818,05/05/18,California,Coronavirus_229E,0,576,0.00
2017-2018,201818,05/05/18,California,Coronavirus_UnknownType,7,576,1.22
2017-2018,201818,05/05/18,California,Total_Coronavirus,8,576,1.39
2017-2018,201818,05/05/18,California,Enterovirus_Rhinovirus,340,1114,30.52
2017-2018,201818,05/05/18,California,HMPV,76,1114,6.82
2017-2018,201818,05/05/18,California,Parainfluenza_1,1,1114,0.09
2017-2018,201818,05/05/18,California,Parainfluenza_2,0,1114,0.00
2017-2018,201818,05/05/18,California,Parainfluenza_3,48,1114,4.31
2017-2018,201818,05/05/18,California,Parainfluenza_4,1,1114,0.09
2017-2018,201818,05/05/18,California,Parainfluenza_UnknownType,0,1114,0.00
2017-2018,201818,05/05/18,California,Total_Parainfluenza,50,1114,4.49
2017-2018,201818,05/05/18,Central,Influenza_A,1,79,1.27
2017-2018,201818,05/05/18,Central,Influenza_B,2,79,2.53
2017-2018,201818,05/05/18,Central,Total_Influenza,3,79,3.80
2017-2018,201818,05/05/18,Central,RSV,1,78,1.28
2017-2018,201818,05/05/18,Central,Adenovirus,3,69,4.35
2017-2018,201818,05/05/18,Central,Coronavirus_HKU1,1,43,2.33
2017-2018,201818,05/05/18,Central,Coronavirus_NL63,0,43,0.00
2017-2018,201818,05/05/18,Central,Coronavirus_OC43,0,43,0.00
2017-2018,201818,05/05/18,Central,Coronavirus_229E,0,43,0.00
2017-2018,201818,05/05/18,Central,Coronavirus_UnknownType,0,43,0.00
2017-2018,201818,05/05/18,Central,Total_Coronavirus,1,43,2.33
2017-2018,201818,05/05/18,Central,Enterovirus_Rhinovirus,35,69,50.72
2017-2018,201818,05/05/18,Central,HMPV,2,69,2.90
2017-2018,201818,05/05/18,Central,Parainfluenza_1,0,69,0.00
2017-2018,201818,05/05/18,Central,Parainfluenza_2,0,69,0.00
2017-2018,201818,05/05/18,Central,Parainfluenza_3,1,69,1.45
2017-2018,201818,05/05/18,Central,Parainfluenza_4,0,69,0.00
2017-2018,201818,05/05/18,Central,Parainfluenza_UnknownType,0,69,0.00
2017-2018,201818,05/05/18,Central,Total_Parainfluenza,1,69,1.45
2017-2018,201818,05/05/18,Lower Southern,Influenza_A,1,276,0.36
2017-2018,201818,05/05/18,Lower Southern,Influenza_B,3,276,1.09
2017-2018,201818,05/05/18,Lower Southern,Total_Influenza,4,276,1.45
2017-2018,201818,05/05/18,Lower Southern,RSV,1,133,0.75
2017-2018,201818,05/05/18,Lower Southern,Adenovirus,5,110,4.55
2017-2018,201818,05/05/18,Lower Southern,Coronavirus_HKU1,0,110,0.00
2017-2018,201818,05/05/18,Lower Southern,Coronavirus_NL63,0,110,0.00
2017-2018,201818,05/05/18,Lower Southern,Coronavirus_OC43,0,110,0.00
2017-2018,201818,05/05/18,Lower Southern,Coronavirus_229E,0,110,0.00
2017-2018,201818,05/05/18,Lower Southern,Coronavirus_UnknownType,0,110,0.00
2017-2018,201818,05/05/18,Lower Southern,Total_Coronavirus,0,110,0.00
2017-2018,201818,05/05/18,Lower Southern,Enterovirus_Rhinovirus,47,110,42.73
2017-2018,201818,05/05/18,Lower Southern,HMPV,10,110,9.09
2017-2018,201818,05/05/18,Lower Southern,Parainfluenza_1,0,110,0.00
2017-2018,201818,05/05/18,Lower Southern,Parainfluenza_2,0,110,0.00
2017-2018,201818,05/05/18,Lower Southern,Parainfluenza_3,1,110,0.91
2017-2018,201818,05/05/18,Lower Southern,Parainfluenza_4,0,110,0.00
2017-2018,201818,05/05/18,Lower Southern,Parainfluenza_UnknownType,0,110,0.00
2017-2018,201818,05/05/18,Lower Southern,Total_Parainfluenza,1,110,0.91
2017-2018,201818,05/05/18,Northern,Influenza_A,3,113,2.65
2017-2018,201818,05/05/18,Northern,Influenza_B,9,113,7.96
2017-2018,201818,05/05/18,Northern,Total_Influenza,12,113,10.62
2017-2018,201818,05/05/18,Northern,RSV,2,99,2.02
2017-2018,201818,05/05/18,Northern,Adenovirus,10,81,12.35
2017-2018,201818,05/05/18,Northern,Coronavirus_HKU1,0,0,
2017-2018,201818,05/05/18,Northern,Coronavirus_NL63,0,0,
2017-2018,201818,05/05/18,Northern,Coronavirus_OC43,0,0,
2017-2018,201818,05/05/18,Northern,Coronavirus_229E,0,0,
2017-2018,201818,05/05/18,Northern,Coronavirus_UnknownType,0,0,
2017-2018,201818,05/05/18,Northern,Total_Coronavirus,0,0,
2017-2018,201818,05/05/18,Northern,Enterovirus_Rhinovirus,24,81,29.63
2017-2018,201818,05/05/18,Northern,HMPV,3,81,3.70
2017-2018,201818,05/05/18,Northern,Parainfluenza_1,1,81,1.23
2017-2018,201818,05/05/18,Northern,Parainfluenza_2,0,81,0.00
2017-2018,201818,05/05/18,Northern,Parainfluenza_3,0,81,0.00
2017-2018,201818,05/05/18,Northern,Parainfluenza_4,0,81,0.00
2017-2018,201818,05/05/18,Northern,Parainfluenza_UnknownType,0,81,0.00
2017-2018,201818,05/05/18,Northern,Total_Parainfluenza,1,81,1.23
2017-2018,201818,05/05/18,Upper Southern,Influenza_A,1,361,0.28
2017-2018,201818,05/05/18,Upper Southern,Influenza_B,5,361,1.39
2017-2018,201818,05/05/18,Upper Southern,Total_Influenza,6,361,1.66
2017-2018,201818,05/05/18,Upper Southern,RSV,12,357,3.36
2017-2018,201818,05/05/18,Upper Southern,Adenovirus,5,297,1.68
2017-2018,201818,05/05/18,Upper Southern,Coronavirus_HKU1,0,153,0.00
2017-2018,201818,05/05/18,Upper Southern,Coronavirus_NL63,0,153,0.00
2017-2018,201818,05/05/18,Upper Southern,Coronavirus_OC43,0,153,0.00
2017-2018,201818,05/05/18,Upper Southern,Coronavirus_229E,0,153,0.00
2017-2018,201818,05/05/18,Upper Southern,Coronavirus_UnknownType,2,153,1.31
2017-2018,201818,05/05/18,Upper Southern,Total_Coronavirus,2,153,1.31
2017-2018,201818,05/05/18,Upper Southern,Enterovirus_Rhinovirus,72,297,24.24
2017-2018,201818,05/05/18,Upper Southern,HMPV,15,297,5.05
2017-2018,201818,05/05/18,Upper Southern,Parainfluenza_1,0,297,0.00
2017-2018,201818,05/05/18,Upper Southern,Parainfluenza_2,0,297,0.00
2017-2018,201818,05/05/18,Upper Southern,Parainfluenza_3,13,297,4.38
2017-2018,201818,05/05/18,Upper Southern,Parainfluenza_4,1,297,0.34
2017-2018,201818,05/05/18,Upper Southern,Parainfluenza_UnknownType,0,297,0.00
2017-2018,201818,05/05/18,Upper Southern,Total_Parainfluenza,14,297,4.71
2017-2018,201818,05/05/18,Upper/Lower Southern,Influenza_A,4,270,1.48
2017-2018,201818,05/05/18,Upper/Lower Southern,Influenza_B,12,270,4.44
2017-2018,201818,05/05/18,Upper/Lower Southern,Total_Influenza,16,270,5.93
2017-2018,201818,05/05/18,Upper/Lower Southern,RSV,11,270,4.07
2017-2018,201818,05/05/18,Upper/Lower Southern,Adenovirus,12,270,4.44
2017-2018,201818,05/05/18,Upper/Lower Southern,Coronavirus_HKU1,0,270,0.00
2017-2018,201818,05/05/18,Upper/Lower Southern,Coronavirus_NL63,0,270,0.00
2017-2018,201818,05/05/18,Upper/Lower Southern,Coronavirus_OC43,0,270,0.00
2017-2018,201818,05/05/18,Upper/Lower Southern,Coronavirus_229E,0,270,0.00
2017-2018,201818,05/05/18,Upper/Lower Southern,Coronavirus_UnknownType,5,270,1.85
2017-2018,201818,05/05/18,Upper/Lower Southern,Total_Coronavirus,5,270,1.85
2017-2018,201818,05/05/18,Upper/Lower Southern,Enterovirus_Rhinovirus,95,270,35.19
2017-2018,201818,05/05/18,Upper/Lower Southern,HMPV,38,270,14.07
2017-2018,201818,05/05/18,Upper/Lower Southern,Parainfluenza_1,0,270,0.00
2017-2018,201818,05/05/18,Upper/Lower Southern,Parainfluenza_2,0,270,0.00
2017-2018,201818,05/05/18,Upper/Lower Southern,Parainfluenza_3,24,270,8.89
2017-2018,201818,05/05/18,Upper/Lower Southern,Parainfluenza_4,0,270,0.00
2017-2018,201818,05/05/18,Upper/Lower Southern,Parainfluenza_UnknownType,0,270,0.00
2017-2018,201818,05/05/18,Upper/Lower Southern,Total_Parainfluenza,24,270,8.89
2017-2018,201819,05/12/18,Bay Area,Influenza_A,1,275,0.36
2017-2018,201819,05/12/18,Bay Area,Influenza_B,10,275,3.64
2017-2018,201819,05/12/18,Bay Area,Total_Influenza,11,275,4.00
2017-2018,201819,05/12/18,Bay Area,RSV,2,275,0.73
2017-2018,201819,05/12/18,Bay Area,Adenovirus,16,230,6.96
2017-2018,201819,05/12/18,Bay Area,Coronavirus_HKU1,0,0,
2017-2018,201819,05/12/18,Bay Area,Coronavirus_NL63,0,0,
2017-2018,201819,05/12/18,Bay Area,Coronavirus_OC43,0,0,
2017-2018,201819,05/12/18,Bay Area,Coronavirus_229E,0,0,
2017-2018,201819,05/12/18,Bay Area,Coronavirus_UnknownType,0,0,
2017-2018,201819,05/12/18,Bay Area,Total_Coronavirus,0,0,
2017-2018,201819,05/12/18,Bay Area,Enterovirus_Rhinovirus,19,241,7.88
2017-2018,201819,05/12/18,Bay Area,HMPV,13,230,5.65
2017-2018,201819,05/12/18,Bay Area,Parainfluenza_1,0,230,0.00
2017-2018,201819,05/12/18,Bay Area,Parainfluenza_2,0,230,0.00
2017-2018,201819,05/12/18,Bay Area,Parainfluenza_3,12,230,5.22
2017-2018,201819,05/12/18,Bay Area,Parainfluenza_4,1,230,0.43
2017-2018,201819,05/12/18,Bay Area,Parainfluenza_UnknownType,0,230,0.00
2017-2018,201819,05/12/18,Bay Area,Total_Parainfluenza,13,230,5.65
2017-2018,201819,05/12/18,California,Influenza_A,3,1247,0.24
2017-2018,201819,05/12/18,California,Influenza_B,21,1247,1.68
2017-2018,201819,05/12/18,California,Total_Influenza,24,1247,1.92
2017-2018,201819,05/12/18,California,RSV,14,1086,1.29
2017-2018,201819,05/12/18,California,Adenovirus,58,972,5.97
2017-2018,201819,05/12/18,California,Coronavirus_HKU1,0,514,0.00
2017-2018,201819,05/12/18,California,Coronavirus_NL63,0,514,0.00
2017-2018,201819,05/12/18,California,Coronavirus_OC43,1,514,0.19
2017-2018,201819,05/12/18,California,Coronavirus_229E,0,514,0.00
2017-2018,201819,05/12/18,California,Coronavirus_UnknownType,7,514,1.36
2017-2018,201819,05/12/18,California,Total_Coronavirus,8,514,1.56
2017-2018,201819,05/12/18,California,Enterovirus_Rhinovirus,255,983,25.94
2017-2018,201819,05/12/18,California,HMPV,59,972,6.07
2017-2018,201819,05/12/18,California,Parainfluenza_1,2,972,0.21
2017-2018,201819,05/12/18,California,Parainfluenza_2,3,972,0.31
2017-2018,201819,05/12/18,California,Parainfluenza_3,65,972,6.69
2017-2018,201819,05/12/18,California,Parainfluenza_4,4,972,0.41
2017-2018,201819,05/12/18,California,Parainfluenza_UnknownType,0,972,0.00
2017-2018,201819,05/12/18,California,Total_Parainfluenza,74,972,7.61
2017-2018,201819,05/12/18,Central,Influenza_A,0,71,0.00
2017-2018,201819,05/12/18,Central,Influenza_B,2,71,2.82
2017-2018,201819,05/12/18,Central,Total_Influenza,2,71,2.82
2017-2018,201819,05/12/18,Central,RSV,4,69,5.80
2017-2018,201819,05/12/18,Central,Adenovirus,5,69,7.25
2017-2018,201819,05/12/18,Central,Coronavirus_HKU1,0,50,0.00
2017-2018,201819,05/12/18,Central,Coronavirus_NL63,0,50,0.00
2017-2018,201819,05/12/18,Central,Coronavirus_OC43,1,50,2.00
2017-2018,201819,05/12/18,Central,Coronavirus_229E,0,50,0.00
2017-2018,201819,05/12/18,Central,Coronavirus_UnknownType,0,50,0.00
2017-2018,201819,05/12/18,Central,Total_Coronavirus,1,50,2.00
2017-2018,201819,05/12/18,Central,Enterovirus_Rhinovirus,18,69,26.09
2017-2018,201819,05/12/18,Central,HMPV,2,69,2.90
2017-2018,201819,05/12/18,Central,Parainfluenza_1,1,69,1.45
2017-2018,201819,05/12/18,Central,Parainfluenza_2,0,69,0.00
2017-2018,201819,05/12/18,Central,Parainfluenza_3,10,69,14.49
2017-2018,201819,05/12/18,Central,Parainfluenza_4,2,69,2.90
2017-2018,201819,05/12/18,Central,Parainfluenza_UnknownType,0,69,0.00
2017-2018,201819,05/12/18,Central,Total_Parainfluenza,13,69,18.84
2017-2018,201819,05/12/18,Lower Southern,Influenza_A,0,230,0.00
2017-2018,201819,05/12/18,Lower Southern,Influenza_B,2,230,0.87
2017-2018,201819,05/12/18,Lower Southern,Total_Influenza,2,230,0.87
2017-2018,201819,05/12/18,Lower Southern,RSV,0,97,0.00
2017-2018,201819,05/12/18,Lower Southern,Adenovirus,7,73,9.59
2017-2018,201819,05/12/18,Lower Southern,Coronavirus_HKU1,0,73,0.00
2017-2018,201819,05/12/18,Lower Southern,Coronavirus_NL63,0,73,0.00
2017-2018,201819,05/12/18,Lower Southern,Coronavirus_OC43,0,73,0.00
2017-2018,201819,05/12/18,Lower Southern,Coronavirus_229E,0,73,0.00
2017-2018,201819,05/12/18,Lower Southern,Coronavirus_UnknownType,0,73,0.00
2017-2018,201819,05/12/18,Lower Southern,Total_Coronavirus,0,73,0.00
2017-2018,201819,05/12/18,Lower Southern,Enterovirus_Rhinovirus,26,73,35.62
2017-2018,201819,05/12/18,Lower Southern,HMPV,2,73,2.74
2017-2018,201819,05/12/18,Lower Southern,Parainfluenza_1,0,73,0.00
2017-2018,201819,05/12/18,Lower Southern,Parainfluenza_2,0,73,0.00
2017-2018,201819,05/12/18,Lower Southern,Parainfluenza_3,6,73,8.22
2017-2018,201819,05/12/18,Lower Southern,Parainfluenza_4,0,73,0.00
2017-2018,201819,05/12/18,Lower Southern,Parainfluenza_UnknownType,0,73,0.00
2017-2018,201819,05/12/18,Lower Southern,Total_Parainfluenza,6,73,8.22
2017-2018,201819,05/12/18,Northern,Influenza_A,1,63,1.59
2017-2018,201819,05/12/18,Northern,Influenza_B,2,63,3.17
2017-2018,201819,05/12/18,Northern,Total_Influenza,3,63,4.76
2017-2018,201819,05/12/18,Northern,RSV,3,55,5.45
2017-2018,201819,05/12/18,Northern,Adenovirus,1,51,1.96
2017-2018,201819,05/12/18,Northern,Coronavirus_HKU1,0,0,
2017-2018,201819,05/12/18,Northern,Coronavirus_NL63,0,0,
2017-2018,201819,05/12/18,Northern,Coronavirus_OC43,0,0,
2017-2018,201819,05/12/18,Northern,Coronavirus_229E,0,0,
2017-2018,201819,05/12/18,Northern,Coronavirus_UnknownType,0,0,
2017-2018,201819,05/12/18,Northern,Total_Coronavirus,0,0,
2017-2018,201819,05/12/18,Northern,Enterovirus_Rhinovirus,0,51,0.00
2017-2018,201819,05/12/18,Northern,HMPV,1,51,1.96
2017-2018,201819,05/12/18,Northern,Parainfluenza_1,1,51,1.96
2017-2018,201819,05/12/18,Northern,Parainfluenza_2,1,51,1.96
2017-2018,201819,05/12/18,Northern,Parainfluenza_3,2,51,3.92
2017-2018,201819,05/12/18,Northern,Parainfluenza_4,0,51,0.00
2017-2018,201819,05/12/18,Northern,Parainfluenza_UnknownType,0,51,0.00
2017-2018,201819,05/12/18,Northern,Total_Parainfluenza,4,51,7.84
2017-2018,201819,05/12/18,Upper Southern,Influenza_A,0,361,0.00
2017-2018,201819,05/12/18,Upper Southern,Influenza_B,0,361,0.00
2017-2018,201819,05/12/18,Upper Southern,Total_Influenza,0,361,0.00
2017-2018,201819,05/12/18,Upper Southern,RSV,3,343,0.87
2017-2018,201819,05/12/18,Upper Southern,Adenovirus,7,302,2.32
2017-2018,201819,05/12/18,Upper Southern,Coronavirus_HKU1,0,144,0.00
2017-2018,201819,05/12/18,Upper Southern,Coronavirus_NL63,0,144,0.00
2017-2018,201819,05/12/18,Upper Southern,Coronavirus_OC43,0,144,0.00
2017-2018,201819,05/12/18,Upper Southern,Coronavirus_229E,0,144,0.00
2017-2018,201819,05/12/18,Upper Southern,Coronavirus_UnknownType,1,144,0.69
2017-2018,201819,05/12/18,Upper Southern,Total_Coronavirus,1,144,0.69
2017-2018,201819,05/12/18,Upper Southern,Enterovirus_Rhinovirus,79,302,26.16
2017-2018,201819,05/12/18,Upper Southern,HMPV,15,302,4.97
2017-2018,201819,05/12/18,Upper Southern,Parainfluenza_1,0,302,0.00
2017-2018,201819,05/12/18,Upper Southern,Parainfluenza_2,2,302,0.66
2017-2018,201819,05/12/18,Upper Southern,Parainfluenza_3,18,302,5.96
2017-2018,201819,05/12/18,Upper Southern,Parainfluenza_4,1,302,0.33
2017-2018,201819,05/12/18,Upper Southern,Parainfluenza_UnknownType,0,302,0.00
2017-2018,201819,05/12/18,Upper Southern,Total_Parainfluenza,21,302,6.95
2017-2018,201819,05/12/18,Upper/Lower Southern,Influenza_A,1,247,0.40
